name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
A_CyMe4_BTPhen_hexyl,CCCCCCc1cc2ccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)nc2c2nc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)ccc12,C40H50N8,642.9,9.31,103.1,0,8,7,3.78,0.604,0.016,False,0.0,True,True,2,2
B_phen_bistriazine_EH,CCCCC(CC)Cc1nnc(-c2ccc3ccc4ccc(-c5nnc(CC(CC)CCCC)c(CC(CC)CCCC)n5)nc4c3n2)nc1CC(CC)CCCC,C50H74N8,787.2,13.52,103.1,0,8,26,4.63,0.417,0.0,False,0.355,True,True,2,2
C_bis_123triazolyl_py,CCCCC(CC)Cn1cc(-c2cccc(-c3cn(CC(CC)CCCC)nn3)n2)nn1,C25H39N7,437.6,6.03,74.3,0,7,14,3.67,0.375,0.0,False,0.37,True,True,0,1
D_bis_benzimidazolyl_py,CCCCCCCCn1c(-c2cccc(-c3nc4ccccc4n3CCCCCCCC)n2)nc2ccccc21,C35H45N5,535.8,9.84,48.5,0,5,16,2.47,0.362,0.0,False,0.309,True,True,0,1
E_bis_124triazolyl_bipy,CCCCCCc1nc(-c2cccc(-c3cccc(-c4nnc(CCCCCC)[nH]4)n3)n2)n[nH]1,C26H34N8,458.6,5.96,108.9,2,8,13,2.99,0.469,0.0,False,0.31,True,True,0,2
F_bistriazinyl_pyrimidine,CC1(C)CCC(C)(C)c2nc(-c3cnc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3)nnc21,C26H34N8,458.6,4.88,103.1,0,8,2,3.57,0.526,0.015,False,0.357,True,True,2,0
H_phen_bispyrazolyl,Cn1nc(-c2ccc3ccc4ccc(-c5cc(CC(C)(C)C)n(C)n5)nc4c3n2)cc1CC(C)(C)C,C30H36N6,480.7,6.76,61.4,0,6,4,3.09,0.34,0.0,False,0.255,True,True,0,2
I_BTP_tBuAr,CC(C)c1nc(-c2cccc(-c3nnc(-c4ccc(C(C)(C)C)cc4)c(C(C)C)n3)n2)nnc1-c1ccc(C(C)(C)C)cc1,C37H43N7,585.8,8.96,90.2,0,7,6,2.97,0.564,0.0,False,0.222,True,True,2,1
K_tripyridyl_triazine,CCCCCCc1ccc(-c2nnc(-c3ccc(CCCCCC)cn3)c(-c3ccc(CCCCCC)cn3)n2)nc1,C36H48N6,564.8,9.43,77.3,0,6,18,2.74,0.396,0.0,False,0.339,True,True,1,3
L_phen_bis124triazolyl,CCCCC(CC)c1nnc(-c2ccc3ccc4ccc(-c5nnc(C(CC)CCCC)[nH]5)nc4c3n2)[nH]1,C30H38N8,510.7,7.72,108.9,2,8,12,4.19,0.38,0.0,False,0.451,True,True,0,2
