name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
gemini_d2_r3_01,CCCCCCCCN(CCCCCCCC)C(=O)c1nc(C(=O)N(CCCCCCCC)CCCCCCCC)c2c(ccc3ccccc32)n1,C46H74N4O2,715.1,13.11,66.4,0,2,30,3.0,0.56,0.0,False,0.0,True,True,0,0
gemini_d2_r3_02,CCCCCCCCOc1cc(C(=O)N(CCCCCCCC)CCCCCCCC)nc(C(=O)N(CCCCCCCC)CCCCCCCC)c1,C47H87N3O3,742.2,14.15,62.7,0,1,38,2.78,0.592,0.0,False,0.393,True,True,0,1
gemini_d2_r3_03,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CCCCCC)CCCCCC)n2)n1,C36H58N4O2,578.9,9.35,66.4,0,2,23,2.58,0.667,0.0,False,0.545,True,True,0,2
gemini_d2_r3_04,CCCCCCCCN(CCCCCCCC)C(=O)COc1cccc(OCC(=O)N(CCCCCCCC)CCCCCCCC)n1,C41H75N3O4,674.1,10.94,72.0,0,1,34,2.73,0.553,0.0,False,0.511,True,True,0,1
gemini_d2_r3_05,CCCCCCCCOc1nc(OCC(=O)N(CCCCCCCC)CCCCCCCC)nc(OCC(=O)N(CCCCCCCC)CCCCCCCC)n1,C47H89N5O5,804.3,12.47,107.0,0,3,42,2.95,0.579,0.0,False,0.643,True,True,1,0
gemini_d2_r3_06,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2c(ccc3ccccc32)n1,C30H42N2O,446.7,8.55,33.2,0,1,15,2.27,0.767,0.0,False,0.615,True,True,0,1
gemini_d2_r3_07,CCCCCCCCN(CCCCCCCC)C(=O)COc1cc(-c2ccccn2)nc(-c2ccccn2)c1,C33H46N4O2,530.8,8.13,68.2,0,3,19,2.61,0.458,0.0,False,0.58,True,True,0,3
gemini_d2_r3_08,CCCCCCCCN(CCCC)C(=O)c1cccc(C(=O)N(CCCC)CCCCCCCC)n1,C31H55N3O2,501.8,8.29,53.5,0,1,22,2.42,0.703,0.0,False,0.829,True,True,0,1
gemini_d2_r3_09,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.5,0.0,False,0.614,True,True,0,2
gemini_d2_r3_10,CCCCCCCCN(CCCCCCCC)C(=O)c1cnc(C(=O)N(CCCCCCCC)CCCCCCCC)nc1,C38H70N4O2,615.0,10.8,66.4,0,2,30,2.59,0.553,0.0,False,0.512,True,True,0,0
