name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
claude_d2_r4_01,CCCCC(CC)CN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)c4ccc(C)c(C)c4)nc3c2n1)c1ccc(C)c(C)c1,C46H58N4O2,699.0,11.74,66.4,0,2,16,3.94,0.509,0.0,False,0.0,True,True,0,2
claude_d2_r4_02,CCCCCCN(CCCCCC)C(=O)c1cc(C)c2ccc3c(C)cc(C(=O)N(CCCCCC)CCCCCC)nc3c2n1,C40H62N4O2,631.0,10.61,66.4,0,2,22,2.85,0.659,0.0,False,0.361,True,True,0,2
claude_d2_r4_03,CCCCC(CC)CN(C)C(=O)c1cccc(-c2cccc(C(=O)N(C)CC(CC)CCCC)n2)n1,C30H46N4O2,494.7,6.72,66.4,0,2,15,3.56,0.468,0.0,False,0.458,True,True,0,2
claude_d2_r4_04,CCCCCCCCOc1cc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)c1,C47H87N3O3,742.2,13.57,62.7,0,1,34,4.29,0.518,0.0,False,0.446,True,True,0,1
claude_d2_r4_05,CCCCC(CC)CN(C)C(=O)c1cc(C(C)(C)C)cc(C(=O)N(C)CC(CC)CCCC)n1,C29H51N3O2,473.7,6.96,53.5,0,1,14,3.64,0.458,0.0,False,0.612,True,True,0,1
claude_d2_r4_06,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,7.71,71.9,0,4,18,3.76,0.51,0.0,False,0.589,True,True,1,1
claude_d2_r4_07,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,9.86,84.8,0,5,14,4.21,0.526,0.014,False,0.529,True,True,1,2
claude_d2_r4_08,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cc(C(C)(C)C)n[nH]2)n1,C29H48N4O,468.7,7.64,61.9,1,3,14,3.7,0.397,0.0,False,0.561,True,True,0,1
claude_d2_r4_09,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)Cc1ccccc1,C43H79N3O2,670.1,11.01,43.9,0,0,30,4.07,0.692,0.0,False,0.453,True,True,0,0
claude_d2_r4_10,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cn(CC(CC)CCCC)nn2)n1,C32H55N5O,525.8,8.43,63.9,0,4,20,3.94,0.394,0.0,False,0.607,True,True,0,1
