name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
chatgpt_d1_r2_01,CCCCCc1nnc(-c2cccc(-c3nnc(C)c(C)n3)n2)nc1CCCCC,C23H31N7,405.6,4.87,90.2,0,7,10,2.85,0.811,0.0,False,0.0,True,True,2,1
chatgpt_d1_r2_02,CCCc1nnc(-c2ccnc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,C22H30N8,406.5,3.99,103.1,0,8,10,3.13,0.676,0.0,False,0.467,True,True,2,0
chatgpt_d1_r2_03,c1cc(-c2nnc(C3CCCC3)c(C3CCCC3)n2)nc(-c2nnc(C3CCCC3)c(C3CCCC3)n2)c1,C31H39N7,509.7,7.42,90.2,0,7,6,2.98,0.455,0.0,False,0.306,True,True,2,1
chatgpt_d1_r2_04,c1ccc(Cc2nnc(-c3cccc(-c4nnc(Cc5ccccc5)c(Cc5ccccc5)n4)n3)nc2Cc2ccccc2)cc1,C39H31N7,597.7,7.15,90.2,0,7,10,2.57,0.543,0.0,False,0.422,True,True,2,1
chatgpt_d1_r2_05,CCCCc1cc(-c2cccc(-c3cc(CCCC)[nH]n3)n2)[nH]n1,C19H25N5,323.4,4.55,70.2,2,5,8,2.78,0.578,0.0,False,0.293,True,True,0,1
chatgpt_d1_r2_06,c1ccc(CCc2cc(-c3cccc(-c4cc(CCc5ccccc5)[nH]n4)n3)[nH]n2)cc1,C27H25N5,419.5,5.43,70.2,2,5,8,2.6,0.447,0.0,False,0.66,True,True,0,1
chatgpt_d1_r2_07,CCCCc1cc(-c2cccc(-c3nnc(CCCC)c(CCCC)n3)n2)[nH]n1,C23H32N6,392.6,5.35,80.2,1,6,11,2.95,0.622,0.0,False,0.62,True,True,1,1
chatgpt_d1_r2_08,CCCCc1nnc(-c2cncc(-c3nnc(CCCC)c(CCCC)n3)n2)nc1CCCC,C26H38N8,462.6,5.55,103.1,0,8,14,3.05,0.639,0.0,False,0.561,True,True,2,0
chatgpt_d1_r2_09,CCCCc1cnc(-c2cccc(-c3nnc(CCCC)c(CCCC)n3)n2)[nH]1,C23H32N6,392.6,5.35,80.2,1,6,11,2.89,0.636,0.0,False,0.596,True,True,1,1
chatgpt_d1_r2_10,CCCCc1nnc(-c2cccc(-c3nnc(CCCC)[nH]3)n2)[nH]1,C17H23N7,325.4,3.34,96.0,2,7,8,3.15,0.429,0.0,False,0.489,True,True,0,1
