name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
chatgpt_d1_01,CC(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc1CC(C)C,C27H39N7,461.7,5.58,90.2,0,7,10,3.05,0.588,0.0,False,0.0,True,True,2,1
chatgpt_d1_02,c1cc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)nc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)c1,C35H47N7,565.8,8.98,90.2,0,7,6,2.97,0.444,0.0,False,0.357,True,True,2,1
chatgpt_d1_03,CC(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)C)c(CC(C)C)n3)c2)nc1CC(C)C,C28H40N6,460.7,6.18,77.3,0,6,10,2.94,0.375,0.0,False,0.676,True,True,2,0
chatgpt_d1_04,CCCCc1nnc(-c2nccnc2-c2nnc(CCCC)c(CCCC)n2)nc1CCCC,C26H38N8,462.6,5.55,103.1,0,8,14,3.1,0.513,0.0,False,0.273,True,True,2,0
chatgpt_d1_05,Cn1nc(C(C)(C)C)cc1-c1cccc(-c2cc(C(C)(C)C)n(C)n2)n1,C21H29N5,351.5,4.48,48.5,0,5,2,2.8,0.327,0.0,False,0.208,True,True,0,1
chatgpt_d1_06,CCCCc1nnc(-c2cccc(-c3nnc(CCCC)n3C)n2)n1C,C19H27N7,353.5,3.36,74.3,0,7,8,2.62,0.409,0.0,False,0.283,True,True,0,1
chatgpt_d1_07,CCCCc1nnc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc1CCCC,C27H37N7,459.6,5.82,90.2,0,7,8,3.3,0.667,0.018,False,0.438,True,True,2,1
chatgpt_d1_08,c1ccc(-c2nnc(-c3cccc(-c4nnc(-c5ccccc5)c(-c5ccccc5)n4)n3)nc2-c2ccccc2)cc1,C35H23N7,541.6,7.45,90.2,0,7,6,2.21,0.429,0.0,False,0.395,True,True,2,1
chatgpt_d1_09,CC(C)Cc1nnc(-c2ccnc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc1CC(C)C,C26H38N8,462.6,4.97,103.1,0,8,10,3.26,0.39,0.0,False,0.686,True,True,2,0
chatgpt_d1_10,CCCCc1nnc(-c2ccnc(-c3nnc(CCCC)c(CCCC)n3)n2)nc1CCCC,C26H38N8,462.6,5.55,103.1,0,8,14,3.11,0.615,0.0,False,0.622,True,True,2,0
