name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
gemini_d1_r3_01,CC(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc1CC(C)C,C27H39N7,461.7,5.58,90.2,0,7,10,3.05,0.588,0.0,False,0.0,True,True,2,1
gemini_d1_r3_02,CCCCCc1nnc(-c2cc(CC(C)(C)C)cc(-c3nnc(CCCCC)c(CCCCC)n3)n2)nc1CCCCC,C36H57N7,587.9,9.31,90.2,0,7,19,3.2,0.595,0.0,False,0.306,True,True,2,1
gemini_d1_r3_03,CC(C)(C)c1cc(-c2nnc3c(n2)C2(C)CCC3C2(C)C)nc(-c2nnc3c(n2)C2(C)CCC3C2(C)C)c1,C31H39N7,509.7,6.43,90.2,0,7,2,5.62,0.689,0.0,False,0.246,True,True,2,1
gemini_d1_r3_04,CCc1nnc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)cc(-c4nnc(CC)c(CC)n4)n3)n2)nc1CC,C32H42N8,538.7,6.69,103.1,0,8,7,3.17,0.556,0.0,False,0.435,True,True,2,2
gemini_d1_r3_05,CCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C32H42N8,538.7,7.22,103.1,0,8,15,2.96,0.906,0.0,False,0.535,False,True,2,2
gemini_d1_r3_06,CCCCCCCCn1cc(-c2cccc(-c3cn(CCCCCCCC)nn3)n2)nn1,C25H39N7,437.6,6.32,74.3,0,7,16,2.65,0.6,0.0,False,0.409,True,True,0,1
gemini_d1_r3_07,CCCCC(CC)Cn1cc(-c2cc(CC(C)(C)C)cc(-c3cn(CC(CC)CCCC)nn3)n2)nn1,C30H49N7,507.8,7.62,74.3,0,7,15,3.92,0.431,0.0,False,0.411,True,True,0,1
gemini_d1_r3_08,CCCCCCn1cc(-c2cccc(-c3cccc(-c4cn(CCCCCC)nn4)n3)n2)nn1,C26H34N8,458.6,5.82,87.2,0,8,13,2.72,0.6,0.0,False,1.0,True,True,0,2
gemini_d1_r3_09,CCCCCC(CC)Cn1c(-c2cccc(-c3nc4ccccc4n3CC(CC)CCCC)n2)nc2ccccc21,C36H47N5,549.8,9.94,48.5,0,5,15,3.52,0.304,0.0,False,0.349,True,True,0,1
gemini_d1_r3_10,c1cc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)nc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)c1,C35H47N7,565.8,8.98,90.2,0,7,6,2.97,0.444,0.0,False,0.357,True,True,2,1
