name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
chatgpt_d4_r4_01,CC(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)C)c(C(C)C)n4)n3)n2)nc1C(C)C,C28H34N8,482.6,6.34,103.1,0,8,7,2.98,0.447,0.038,False,0.0,True,True,2,2
chatgpt_d4_r4_02,CCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C32H42N8,538.7,7.22,103.1,0,8,15,2.96,0.906,0.113,False,0.436,False,True,2,2
chatgpt_d4_r4_03,CC(C)(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)(C)C)c(C(C)(C)C)n4)n3)n2)nc1C(C)(C)C,C32H42N8,538.7,7.04,103.1,0,8,3,3.03,0.447,0.038,False,0.486,True,True,2,2
chatgpt_d4_r4_04,CCC(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)CC)c(C(C)CC)n4)n3)n2)nc1C(C)CC,C32H42N8,538.7,7.9,103.1,0,8,11,4.25,0.462,0.093,False,0.647,True,True,2,2
chatgpt_d4_r4_05,CC1CCCC(C)C1c1nnc(-c2cccc(-c3cccc(-c4nnc(C5C(C)CCCC5C)c(C5C(C)CCCC5C)n4)n3)n2)nc1C1C(C)CCCC1C,C48H66N8,755.1,12.01,103.1,0,8,7,5.02,0.468,0.034,False,0.415,True,True,2,2
chatgpt_d4_r4_06,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.556,0.055,False,0.553,True,True,2,2
chatgpt_d4_r4_07,CCCc1nnc(-c2cc(C)cc(-c3cc(C)cc(-c4nnc(CCC)c(CCC)n4)n3)n2)nc1CCC,C30H38N8,510.7,6.27,103.1,0,8,11,3.09,0.647,0.074,False,0.513,True,True,2,2
chatgpt_d4_r4_08,CCCCc1nnc(-c2cc(C(C)C)cc(-c3cc(C(C)C)cc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C38H54N8,622.9,9.46,103.1,0,8,17,3.28,0.548,0.125,False,0.6,True,True,2,2
chatgpt_d4_r4_09,CC(C)(C)Cc1nnc(-c2cccc(-c3ccccc3-c3nnc(CC(C)(C)C)c(CC(C)(C)C)n3)n2)nc1CC(C)(C)C,C37H51N7,593.9,8.81,90.2,0,7,7,3.33,0.476,0.049,False,0.455,True,True,2,1
chatgpt_d4_r4_10,CC(C)c1nnc(-c2ccc(C(C)(C)C)cc2-c2cc(C(C)(C)C)ccc2-c2nnc(C(C)C)c(C(C)C)n2)nc1C(C)C,C38H52N6,592.9,10.15,77.3,0,6,7,3.11,0.275,0.034,False,0.45,True,True,2,0
