name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
1_CyEt4-BTBP,CCC1(CC)CCC(CC)(CC)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(CC)(CC)CCC6(CC)CC)n4)n3)nnc21,C40H54N8,646.9,9.67,103.1,0,8,11,3.9,0.605,0.052,False,0.0,True,True,2,2
2_CyEt4-BTPhen,CCC1(CC)CCC(CC)(CC)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(CC)(CC)CCC7(CC)CC)nc5c4n3)nnc21,C42H54N8,670.9,10.31,103.1,0,8,10,3.95,0.409,0.051,False,0.711,True,True,2,2
3_dispiroCy-BTBP,c1cc(-c2cccc(-c3nnc4c(n3)C3(CCCCC3)CCC43CCCCC3)n2)nc(-c2nnc3c(n2)C2(CCCCC2)CCC32CCCCC2)c1,C44H54N8,695.0,10.24,103.1,0,8,3,4.53,0.622,0.0,False,0.537,True,True,2,2
4_neopentyl-BTBP,CC(C)(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)(C)C)c(CC(C)(C)C)n4)n3)n2)nc1CC(C)(C)C,C36H50N8,594.9,8.2,103.1,0,8,7,3.29,0.556,0.055,False,0.419,True,True,2,2
"5_4,4'-dioctyl-CyMe4BTBP",CCCCCCCCc1cc(-c2cc(CCCCCCCC)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C48H70N8,759.1,12.35,103.1,0,8,17,3.68,0.605,0.133,False,0.365,True,True,2,2
"6_4,4'-diphenyl-CyMe4BTBP",CC1(C)CCC(C)(C)c2nc(-c3cc(-c4ccccc4)cc(-c4cc(-c5ccccc5)cc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,C44H46N8,686.9,9.88,103.1,0,8,5,3.43,0.684,0.016,False,0.553,True,True,2,2
7_CpMe4-BTBP,CC1(C)CC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CC6(C)C)n4)n3)nnc21,C30H34N8,506.7,5.77,103.1,0,8,3,3.54,0.812,0.018,False,0.564,True,True,2,2
8_asym-CyMe4/dineopentyl,CC(C)(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nc1CC(C)(C)C,C34H44N8,564.8,7.37,103.1,0,8,5,3.58,0.707,0.045,False,0.707,True,True,2,2
9_hexyl-bipy-CyMe4-BTBP,CCCCCCc1ccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc1-c1nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)ccc1CCCCCC,C44H62N8,703.0,10.79,103.1,0,8,13,3.75,0.522,0.094,False,0.633,True,True,2,2
10_CyBu4-BTBP,CCCCC1(CCCC)CCC(CCCC)(CCCC)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,C44H62N8,703.0,11.23,103.1,0,8,15,3.89,0.69,0.092,False,0.644,True,True,2,2
