name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
gemini_d1_r5_01,CC(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc1CC(C)C,C27H39N7,461.7,5.58,90.2,0,7,10,3.05,0.588,0.0,False,0.0,True,True,2,1
gemini_d1_r5_02,CCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCC)c(CCCCCC)n3)n2)nc1CCCCCC,C35H55N7,573.9,9.28,90.2,0,7,22,2.9,0.938,0.0,False,0.513,False,True,2,1
gemini_d1_r5_03,CCCCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCCCC)c(CCCCCCCC)n3)n2)nc1CCCCCCCC,C43H71N7,686.1,12.4,90.2,0,7,30,2.94,0.938,0.0,False,1.0,False,True,2,1
gemini_d1_r5_04,CCCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCCC)c(CCCCCC)n4)n3)n2)nc1CCCCCC,C40H58N8,651.0,10.34,103.1,0,8,23,3.0,0.969,0.0,False,0.969,False,True,2,2
gemini_d1_r5_05,CCCCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCCCC)c(CCCCCCC)n4)n3)n2)nc1CCCCCCC,C44H66N8,707.1,11.9,103.1,0,8,27,3.03,0.969,0.0,False,1.0,False,True,2,2
gemini_d1_r5_06,CCCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCCC)c(CCCCCCC)n3)n2)nc1CCCCCCC,C39H63N7,630.0,10.84,90.2,0,7,26,2.91,0.938,0.0,False,1.0,False,True,2,1
gemini_d1_r5_07,CCCCCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCCCCC)c(CCCCCCCC)n4)n3)n2)nc1CCCCCCCC,C48H74N8,763.2,13.46,103.1,0,8,31,3.08,0.969,0.0,False,1.0,False,True,2,2
gemini_d1_r5_08,CC(C)CCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCC(C)C)c(CCC(C)C)n4)n3)n2)nc1CCC(C)C,C36H50N8,594.9,8.2,103.1,0,8,15,3.17,0.657,0.0,False,0.639,True,True,2,2
gemini_d1_r5_09,CC(C)CCc1nnc(-c2cccc(-c3nnc(CCC(C)C)c(CCC(C)C)n3)n2)nc1CCC(C)C,C31H47N7,517.8,7.14,90.2,0,7,14,3.13,0.676,0.0,False,0.968,True,True,2,1
gemini_d1_r5_10,CCCCCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCCCCC)c(CCCCCCCCC)n3)n2)nc1CCCCCCCCC,C47H79N7,742.2,13.96,90.2,0,7,34,2.98,0.938,0.0,False,1.0,False,True,2,1
