name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
A_dipicolinamide_hexyl,CCCCCCN(CCCCCC)C(=O)c1cccc(C(=O)N(CCCCCC)CCCCCC)n1,C31H55N3O2,501.8,8.29,53.5,0,1,22,2.39,0.298,0.086,False,0.0,True,True,0,1
B_phenDA_2EH,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.467,0.077,False,0.426,True,True,0,2
C_triazinyl_picolinamide,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.45,71.9,0,4,16,3.07,0.529,0.164,False,0.58,True,True,1,1
D_bipy_dicarboxamide_2EH,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.457,0.092,False,0.705,True,True,0,2
F_bis_triazolyl_pyridine_amide,CCCCN(CCCC)C(=O)Cn1cc(-c2cccc(-c3cn(CC(=O)N(CCCC)CCCC)nn3)n2)nn1,C29H45N9O2,551.7,4.46,114.9,0,7,18,3.02,0.34,0.123,False,0.4,True,True,0,1
G_triazine_carboxamide_hybrid,CCCCCCc1nnc(-c2cccc(-c3nnc(C(=O)N(CCCC)CCCC)c(CCCCCC)n3)n2)nc1CCCCCC,C38H60N8O,645.0,9.2,110.5,0,7,24,3.27,0.638,0.162,False,0.484,True,True,2,1
I_phen_amide_triazine_hybrid,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C36H48N6O,580.8,8.59,84.8,0,5,12,3.24,0.421,0.11,False,0.772,True,True,1,2
M_pyrazolyl_pyridine_amide,CCCCN(CCCC)C(=O)c1cc(-c2cccc(-c3cc(C(=O)N(CCCC)CCCC)n(C)n3)n2)n(C)n1,C31H47N7O2,549.8,5.97,89.2,0,5,16,2.98,0.274,0.11,False,0.444,True,True,0,1
Q_terpy_monoamide,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cccc(-c3ccccn3)n2)n1,C32H44N4O,500.7,8.37,59.0,0,3,17,2.53,0.333,0.121,False,0.69,True,True,0,3
R_amide_DGA_pyridine_tetra,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(CN(CC(=O)N(CCCC)CCCC)CC(=O)N(CCCC)CCCC)n1,C43H79N5O3,714.1,9.9,77.1,0,1,33,3.0,0.291,0.071,False,0.674,True,True,0,1
