name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
gemini_d2_r4_01,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n1,C39H71N3O2,614.0,10.83,53.5,0,1,26,4.04,0.579,0.0,False,0.0,True,True,0,1
gemini_d2_r4_02,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.634,0.0,False,0.756,True,True,0,2
gemini_d2_r4_03,CCCCCCCCN(CCCCCCCC)C(=O)CSCC(=O)N(CCCCCCCC)CCCCCCCC,C36H72N2O2S,597.1,10.82,40.6,0,0,32,2.31,0.667,0.0,False,0.229,True,True,0,0
gemini_d2_r4_04,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.5,0.0,False,0.872,True,True,0,2
gemini_d2_r4_05,CCCCCCCCN(C(=O)COCC(=O)N(CCCCCCCC)c1ccccn1)c1ccccn1,C30H46N4O3,510.7,6.58,75.6,0,2,20,2.7,0.476,0.0,False,0.319,True,True,0,2
gemini_d2_r4_06,CCCCCCCCOc1nnc(-c2cccc(-c3nnc(OCCCCCCCC)c(OCCCCCCCC)n3)n2)nc1OCCCCCCCC,C43H71N7O4,750.1,11.74,127.2,0,7,34,3.06,0.524,0.0,False,0.291,True,True,2,1
gemini_d2_r4_07,CCCCCCCCN(C)C(=O)C1=Nc2ccccc2-c2ccccc2N=C1C(=O)N(C)CCCCCCCC,C34H48N4O2,544.8,8.15,65.3,0,0,16,2.86,0.431,0.0,False,0.37,True,True,0,0
gemini_d2_r4_08,CCCCC(CC)COCc1cccc(-c2cccc(COCC(CC)CCCC)n2)n1,C28H44N2O2,440.7,7.61,44.2,0,2,17,3.41,0.386,0.0,False,0.46,True,True,0,2
gemini_d2_r4_09,CCCCC(CC)Cc1ccnc(-c2nc(-c3ccnc(CC(CC)CCCC)c3)nc(-c3cc(CC(CC)CCCC)ccn3)n2)c1,C42H60N6,649.0,11.33,77.3,0,6,21,4.1,0.278,0.0,False,0.339,True,True,1,3
gemini_d2_r4_10,CC(C)CN(CC(C)C)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(C)C)CC(C)C)nc3c2n1,C30H42N4O2,490.7,6.29,66.4,0,2,10,2.68,0.595,0.0,False,0.61,True,True,0,2
