name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
claudescience_d1_01,CC1CC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc(CC(C)(C)C)c(CC(C)(C)C)n6)nc5c4n3)nnc2C1(C)C,C37H46N8,602.8,8.26,103.1,0,8,4,4.18,0.51,0.019,False,0.0,True,True,2,2
claudescience_d1_02,Cc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc2c1ccc1c(C)cc(-c3nnc4c(n3)C(C)(C)CC(C)C4(C)C)nc12,C37H44N8,600.8,8.05,103.1,0,8,2,4.33,0.5,0.013,False,0.508,True,True,2,2
claudescience_d1_03,CC(C)(C)Cc1nnc(-c2cc(C(C)(C)C)cc(-c3nnc(CC(C)(C)C)c(CC(C)(C)C)n3)n2)nc1CC(C)(C)C,C35H55N7,573.9,8.44,90.2,0,7,6,3.42,0.465,0.0,False,0.4,True,True,2,1
claudescience_d1_04,CC(C)(C)c1nc(-c2ccc3ccc4ccc(-c5nnc(C67CC8CC(CC(C8)C6)C7)c(C(C)(C)C)n5)nc4c3n2)nnc1C12CC3CC(CC(C3)C1)C2,C46H54N8,719.0,10.02,103.1,0,8,4,5.1,0.468,0.0,False,0.433,True,True,2,2
claudescience_d1_05,CCCc1nnc(-c2cccc(-c3cccc(-c4nnc(C56CC7CC(CC(C7)C5)C6)c(C(C)(C)C)n4)n3)n2)nc1CCC,C36H44N8,588.8,7.52,103.1,0,8,8,4.51,0.551,0.015,False,0.6,True,True,2,2
claudescience_d1_06,CCCc1nnc(-c2cc(C(C)(C)C)cc(-c3nnc(-c4ccc(C)cc4)c(-c4ccc(C)cc4)n3)n2)nc1CCC,C35H39N7,557.7,7.94,90.2,0,7,8,3.01,0.479,0.0,False,0.48,True,True,2,1
claudescience_d1_07,Cc1ccc(-c2nnc(-c3cccc(-c4cccc(-c5nnc(-c6ccc(C)cc6)c(-c6ccc(C)cc6)n5)n4)n3)nc2-c2ccc(C)cc2)cc1,C44H34N8,674.8,9.75,103.1,0,8,7,2.59,0.447,0.0,False,0.49,True,True,2,2
claudescience_d1_08,CCCCn1nc(C(C)(C)C)cc1-c1cccc(-c2cccc(-c3cc(C(C)(C)C)nn3CCCC)n2)n1,C32H44N6,512.7,8.07,61.4,0,6,9,2.95,0.354,0.0,False,0.269,True,True,0,2
claudescience_d1_09,CCCCC(CC)Cn1cc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)nn3CCCC)n2)nn1,C30H48N6,492.8,7.82,61.4,0,6,11,3.52,0.338,0.0,False,0.492,True,True,0,1
claudescience_d1_10,Cc1cc(-c2nnc(CC(C)(C)C)c(CC(C)(C)C)n2)nc2c1ccc1c(C)cc(-c3nnc4c(n3)C(C)(C)CCCC4(C)C)nc12,C39H50N8,630.9,9.02,103.1,0,8,4,3.8,0.446,0.019,False,0.576,True,True,2,2
