name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
claude_d3_r3_01,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.467,0.077,False,0.0,True,True,0,2
claude_d3_r3_02,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.457,0.092,False,0.705,True,True,0,2
claude_d3_r3_03,CCCCCCCCN(CC(CC)CCCC)C(=O)c1cccc(C(=O)N(CCCCCCCC)CC(CC)CCCC)n1,C39H71N3O2,614.0,11.12,53.5,0,1,28,3.58,0.438,0.074,False,0.733,True,True,0,1
claude_d3_r3_04,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.16,71.9,0,4,14,4.03,0.482,0.153,False,0.673,True,True,1,1
claude_d3_r3_05,CCCCCCC1CCN(C(=O)c2ccc3ccc4ccc(C(=O)N5CCC(CCCCCC)CC5)nc4c3n2)CC1,C36H50N4O2,570.8,8.43,66.4,0,2,12,2.73,0.203,0.106,False,0.375,False,True,0,2
claude_d3_r3_06,CCCCCCCCn1ccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C33H56N4O,524.8,9.18,51.0,0,3,21,3.59,0.35,0.09,False,0.731,True,True,0,1
claude_d3_r3_07,CCCCCCCCN(CCCCCCCC)C(=O)Cc1cccc(CC(=O)N(CCCCCCCC)CCCCCCCC)n1,C41H75N3O2,642.1,11.27,53.5,0,1,32,2.6,0.286,0.083,False,0.469,True,True,0,1
claude_d3_r3_08,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nc1CCCCC,C34H44N8,564.8,7.66,103.1,0,8,11,3.4,0.721,0.091,False,0.492,True,True,2,2
claude_d3_r3_09,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,9.86,84.8,0,5,14,4.21,0.387,0.103,False,0.79,True,True,1,2
claude_d3_r3_10,CCCCCCCCn1cc(-c2cccc(-c3cn(CCCCCCCC)nn3)n2)nn1,C25H39N7,437.6,6.32,74.3,0,7,16,2.65,0.432,0.109,False,0.377,True,True,0,1
