name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
claude_d1_r3_01,CCCCc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc2c1ccc1c(CCCC)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)nc12,C42H54N8,670.9,9.87,103.1,0,8,8,3.79,0.532,0.018,False,0.0,True,True,2,2
claude_d1_r3_02,CCCc1nnc(-c2cc(-c3ccccc3)c3ccc4c(-c5ccccc5)cc(-c5nnc(CCC)c(CCC)n5)nc4c3n2)nc1CCC,C42H42N8,658.9,9.63,103.1,0,8,12,3.14,0.561,0.0,False,0.386,True,True,2,2
claude_d1_r3_03,CCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCC)c(CCC)n5)nc4c3n2)nc1CCC,C30H34N8,506.7,6.3,103.1,0,8,10,3.0,0.697,0.0,False,0.571,True,True,2,2
claude_d1_r3_04,CCCCC(CC)Cn1cc(-c2cccc(-c3cccc(-c4cn(CC(CC)CCCC)nn4)n3)n2)nn1,C30H42N8,514.7,7.09,87.2,0,8,15,3.77,0.375,0.0,False,0.2,True,True,0,2
claude_d1_r3_05,CCCCCCn1cc(-c2ccc3ccc4ccc(-c5cn(CCCCCC)nn5)nc4c3n2)nn1,C28H34N8,482.6,6.46,87.2,0,8,12,2.81,0.542,0.0,False,0.449,True,True,0,2
claude_d1_r3_06,CC(C)(C)Cc1cc(-c2ccc3ccc4ccc(-c5cc(CC(C)(C)C)[nH]n5)nc4c3n2)n[nH]1,C28H32N6,452.6,6.74,83.1,2,6,4,3.1,0.714,0.0,False,0.304,True,True,0,2
claude_d1_r3_07,CCCCCCCCn1cc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nn1,C31H40N8,524.7,6.96,95.2,0,8,10,3.23,0.604,0.016,False,0.519,True,True,1,2
claude_d1_r3_08,CCCCC(CC)COc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C35H51N7O,585.8,8.08,99.5,0,7,9,4.21,0.49,0.016,False,0.492,True,True,2,1
claude_d1_r3_09,CCCCC(CC)Cn1nc(-c2cccc(-c3cccc(-c4cc(C)n(CC(CC)CCCC)n4)n3)n2)cc1C,C34H48N6,540.8,8.92,61.4,0,6,15,3.72,0.327,0.0,False,0.562,True,True,0,2
claude_d1_r3_10,CCCCC(CC)Cn1cnnc1-c1cccc(-c2nncn2CC(CC)CCCC)n1,C25H39N7,437.6,6.03,74.3,0,7,14,3.78,0.327,0.0,False,0.562,True,True,0,1
