name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
DPA-1,CCCCCCN(C(=O)c1cccc(C(=O)N(CCCCCC)c2ccccc2)n1)c1ccccc1,C31H39N3O2,485.7,7.54,53.5,0,1,14,2.38,0.269,0.097,False,0.0,True,True,0,1
DAPhen-2,CCCCC(CC)CN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,C44H54N4O2,670.9,11.13,66.4,0,2,16,3.8,0.352,0.069,False,0.386,True,True,0,2
BiPyDA-3,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CCCCCCCC)CCCCCCCC)n2)n1,C44H74N4O2,691.1,12.47,66.4,0,2,31,2.67,0.362,0.1,False,0.581,True,True,0,2
TzPA-4,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.45,71.9,0,4,16,3.07,0.529,0.164,False,0.64,True,True,1,1
BTzP-5,CCCCC(CC)Cn1cc(-c2cccc(-c3cn(CC(CC)CCCC)nn3)n2)nn1,C25H39N7,437.6,6.03,74.3,0,7,14,3.67,0.36,0.129,False,0.296,True,True,0,1
BTPhen-6,CC1(C)CC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CC7(C)C)nc5c4n3)nnc21,C32H34N8,530.7,6.4,103.1,0,8,2,3.58,0.553,0.017,False,0.362,True,True,2,2
BTP-7,CC1(C)CC(C)(C)c2nc(-c3cccc(-c4nnc5c(n4)C(C)(C)CC5(C)C)n3)nnc21,C25H31N7,429.6,4.7,90.2,0,7,2,3.64,0.781,0.018,False,0.706,True,True,2,1
PzPA-8,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cc(C(C)(C)C)[nH]n2)n1,C29H48N4O,468.7,7.64,61.9,1,3,14,3.66,0.35,0.093,False,0.466,True,True,0,1
PyMal-9,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(Cc1ccccn1)C(=O)N(CC(CC)CCCC)CC(CC)CCCC,C41H75N3O2,642.1,10.76,53.5,0,1,28,4.3,0.42,0.071,False,0.382,True,True,0,1
TzBiPy-10,CCCCCCc1nnc(-c2cccc(-c3ccccn3)n2)nc1CCCCCC,C25H33N5,403.6,6.24,64.5,0,5,12,2.58,0.795,0.097,False,0.333,True,True,1,2
