name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
P01 CyMe4-BTPhen-5-hexyloxy,CCCCCCOc1cc2ccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)nc2c2nc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)ccc12,C40H50N8O,658.9,9.14,112.4,0,8,8,3.78,0.58,0.016,False,0.0,True,True,2,2
P06 tBu2tz-BTBP,CC(C)(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)(C)C)c(C(C)(C)C)n4)n3)n2)nc1C(C)(C)C,C32H42N8,538.7,7.04,103.1,0,8,3,3.03,0.486,0.0,False,0.19,True,True,2,2
P12 bis(hexylbzim)-BTPhen,CCCCCCn1c(-c2ccc3ccc4ccc(-c5nc6ccccc6n5CCCCCC)nc4c3n2)nc2ccccc21,C38H40N6,580.8,9.98,61.4,0,6,12,2.69,0.414,0.0,False,0.279,True,True,0,2
P17 bis(octyltriazolyl)-BTBP,CCCCCCCCn1cc(-c2cccc(-c3cccc(-c4cn(CCCCCCCC)nn4)n3)n2)nn1,C30H42N8,514.7,7.38,87.2,0,8,17,2.7,0.6,0.0,False,0.346,True,True,0,2
"P07 CyMe4-BTBP-5,5'-di-tBu",CC(C)(C)c1ccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc1-c1nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)ccc1C(C)(C)C,C40H54N8,646.9,9.14,103.1,0,8,3,3.78,0.625,0.014,False,0.424,True,True,2,2
"P18 CyMe4cp-BTBP-4,4'-dioctyl",CCCCCCCCc1cc(-c2cc(CCCCCCCC)cc(-c3nnc4c(n3)C(C)(C)CC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CC3(C)C)c1,C46H66N8,731.1,11.57,103.1,0,8,17,3.74,0.5,0.019,False,0.443,True,True,2,2
P13 hybrid CyMe4/octyltriazolyl-phen,CCCCCCCCn1cc(-c2ccc3ccc4ccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)nc4c3n2)nn1,C33H40N8,548.7,7.6,95.2,0,8,9,3.28,0.6,0.015,False,0.571,True,True,1,2
P15 tBu2tz-BTPhen-5-hexyloxy,CCCCCCOc1cc2ccc(-c3nnc(C(C)(C)C)c(C(C)(C)C)n3)nc2c2nc(-c3nnc(C(C)(C)C)c(C(C)(C)C)n3)ccc12,C40H54N8O,662.9,9.64,112.4,0,8,8,3.54,0.356,0.0,False,0.638,True,True,2,2
P03 tBu2tz-BTPhen,CC(C)(C)c1nnc(-c2ccc3ccc4ccc(-c5nnc(C(C)(C)C)c(C(C)(C)C)n5)nc4c3n2)nc1C(C)(C)C,C34H42N8,562.8,7.68,103.1,0,8,2,3.11,0.462,0.0,False,0.656,True,True,2,2
P09 CyMe4-BTP-4-(2-ethylhexyl),CCCCC(CC)Cc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C35H51N7,569.8,8.24,90.2,0,7,8,4.21,0.521,0.017,False,0.547,True,True,2,1
