name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
claude_d1_r4_01,CC(C)(C)c1cc(-c2nnc3c(n2)C(C)(C)CC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CC3(C)C)c1,C29H39N7,485.7,6.0,90.2,0,7,2,3.78,0.806,0.015,False,0.0,True,True,2,1
claude_d1_r4_02,CCCCCCCCOc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C35H51N7O,585.8,8.22,99.5,0,7,10,3.63,0.556,0.018,False,0.44,True,True,2,1
claude_d1_r4_03,CCCCc1cc(-c2cc(CCCC)cc(-c3nnc4c(n3)C(C)(C)CCCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCCC3(C)C)c1,C42H58N8,675.0,10.01,103.1,0,8,9,3.71,0.568,0.023,False,0.58,True,True,2,2
claude_d1_r4_04,CC(C)(C)c1cc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n[nH]1,C23H30N6,390.5,4.97,80.2,1,6,2,3.26,0.674,0.013,False,0.471,True,True,1,1
claude_d1_r4_05,CC(C)(C)c1cc(-c2cccc(-c3cc(C(C)(C)C)[nH]n3)n2)n[nH]1,C19H25N5,323.4,4.46,70.2,2,5,2,2.86,0.618,0.0,False,0.605,True,True,0,1
claude_d1_r4_06,CC(C)(C)c1cc(-c2cccc(-c3cccc(-c4cc(C(C)(C)C)[nH]n4)n3)n2)[nH]n1,C24H28N6,400.5,5.52,83.1,2,6,3,2.97,0.488,0.0,False,0.743,True,True,0,2
claude_d1_r4_07,CC(C)(C)c1ccc(-c2nnc(-c3cccc(-c4nnc(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)n4)n3)nc2-c2ccc(C(C)(C)C)cc2)cc1,C51H55N7,766.0,12.64,90.2,0,7,6,2.84,0.4,0.0,False,0.345,True,True,2,1
claude_d1_r4_08,CCCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCCC)c(CCCCC)n5)nc4c3n2)nc1CCCCC,C38H50N8,618.9,9.42,103.1,0,8,18,3.05,0.703,0.0,False,0.291,True,True,2,2
claude_d1_r4_09,CCCc1nnc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)cc(-c4nnc(CCC)c(CCC)n4)n3)n2)nc1CCC,C36H50N8,594.9,8.25,103.1,0,8,11,3.24,0.595,0.0,False,0.455,True,True,2,2
claude_d1_r4_10,CC12CCC(c3nnc(-c4ccc5ccc6ccc(-c7nnc8c(n7)C7(C)CCC8C7(C)C)nc6c5n4)nc31)C2(C)C,C34H34N8,554.7,6.84,103.1,0,8,2,5.52,0.762,0.0,False,0.346,True,True,2,2
