name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
chatgpt_d3_r5_01,CCCCCCc1nnc(-c2cccc(C(=O)N(CCOCC)CCOCC)n2)nc1CCCCCC,C29H47N5O3,513.7,5.69,90.3,0,4,20,2.92,0.547,0.141,False,0.0,True,True,1,1
chatgpt_d3_r5_02,COCCN(CCOC)C(=O)c1cc(-c2nnc(CC(C)C)c(CC(C)C)n2)nc(-c2nnc(CC(C)C)c(CC(C)C)n2)c1,C34H52N8O3,620.8,5.31,129.0,0,7,17,3.48,0.273,0.125,False,0.362,True,True,2,1
chatgpt_d3_r5_03,CCCCCN(CCCCC)C(=O)OCc1cccc(-c2nnc(CCCC)c(CCCC)n2)n1,C28H45N5O2,483.7,6.94,81.1,0,4,17,2.84,0.538,0.139,False,0.538,True,True,1,1
chatgpt_d3_r5_04,CCCCCc1nnc(-c2cc(OC(=O)N(CC(C)CC)CC(C)CC)cc(-c3nnc(CCCCC)c(CCCCC)n3)n2)nc1CCCCC,C42H68N8O2,717.1,10.61,119.8,0,7,25,4.28,0.455,0.13,False,0.463,True,True,2,1
chatgpt_d3_r5_05,CCN(CC)CCOC(=O)c1cccc(-c2nnc(CC(C)(C)C)c(CC(C)(C)C)n2)n1,C25H39N5O2,441.6,4.61,81.1,0,4,9,3.0,0.364,0.116,False,0.435,True,True,1,1
chatgpt_d3_r5_06,CCCCCCN(CCOC(=O)c1cccc(-c2nnc(CCCC)c(CCCC)n2)n1)CCOC(=O)c1cccc(-c2nnc(CCCC)c(CCCC)n2)n1,C44H63N9O4,782.0,8.45,159.0,0,8,27,3.58,0.519,0.135,False,0.623,True,True,2,2
chatgpt_d3_r5_07,CCCCc1nnc(-c2cccc(C(=O)N(CCOCc3ccccc3)CCOCc3ccccc3)n2)nc1CCCC,C35H43N5O3,581.8,6.49,90.3,0,4,18,2.86,0.466,0.153,False,0.75,True,True,1,1
chatgpt_d3_r5_08,CCCCCc1nnc(-c2cc(COC)cc(C(=O)N(CCCCC)CCCCC)n2)nc1CCCCC,C31H51N5O2,525.8,7.37,81.1,0,4,20,2.96,0.421,0.113,False,0.554,True,True,1,1
chatgpt_d3_r5_09,CCC(C)Cc1nc(-c2cccc(OCC(=O)N(CC(C)C)CC(C)C)n2)nnc1CCC(C)C,C28H45N5O2,483.7,5.63,81.1,0,4,14,3.51,0.367,0.128,False,0.395,True,True,1,1
chatgpt_d3_r5_10,CCCCCCc1nnc(-c2cc(C(=O)N(CCOCCOC)CCOCCOC)cc(-c3nnc(CCCCCC)c(CCCCCC)n3)n2)nc1CCCCCC,C46H76N8O5,821.2,9.05,147.5,0,7,35,3.63,0.446,0.145,False,0.603,True,True,2,1
