name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
gemini_d4_r4_01,CCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCC)c(CCCCCC)n3)n2)nc1CCCCCC,C35H55N7,573.9,9.28,90.2,0,7,22,2.9,0.938,0.111,False,0.0,False,True,2,1
gemini_d4_r4_02,c1cc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)nc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)c1,C35H47N7,565.8,8.98,90.2,0,7,6,2.97,0.444,0.0,False,0.333,True,True,2,1
gemini_d4_r4_03,CCCCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCCCC)c(CCCCCCCC)n3)n2)nc1CCCCCCCC,C43H71N7,686.1,12.4,90.2,0,7,30,2.94,0.938,0.111,False,1.0,False,True,2,1
gemini_d4_r4_04,CC(C)CCc1nnc(-c2cccc(-c3nnc(CCC(C)C)c(CCC(C)C)n3)n2)nc1CCC(C)C,C31H47N7,517.8,7.14,90.2,0,7,14,3.13,0.676,0.093,False,0.605,True,True,2,1
gemini_d4_r4_05,CCCCC(CC)Cc1nnc(-c2cccc(-c3nnc(CC(CC)CCCC)c(CC(CC)CCCC)n3)n2)nc1CC(CC)CCCC,C43H71N7,686.1,11.82,90.2,0,7,26,4.47,0.571,0.193,False,0.571,True,True,2,1
gemini_d4_r4_06,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.556,0.055,False,0.639,True,True,2,2
gemini_d4_r4_07,CCCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCCC)c(CCCCCC)n4)n3)n2)nc1CCCCCC,C40H58N8,651.0,10.34,103.1,0,8,23,3.0,0.969,0.109,False,0.969,False,True,2,2
gemini_d4_r4_08,c1cc(-c2cccc(-c3nnc(C4CCCC4)c(C4CCCC4)n3)n2)nc(-c2nnc(C3CCCC3)c(C3CCCC3)n2)c1,C36H42N8,586.8,8.48,103.1,0,8,7,3.04,0.467,0.0,False,0.933,True,True,2,2
gemini_d4_r4_09,CCCCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCCCC)c(CCCCCCC)n4)n3)n2)nc1CCCCCCC,C44H66N8,707.1,11.9,103.1,0,8,27,3.03,0.969,0.109,False,1.0,False,True,2,2
gemini_d4_r4_10,CC(C)CCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCC(C)C)c(CCCC(C)C)n4)n3)n2)nc1CCCC(C)C,C40H58N8,651.0,9.76,103.1,0,8,19,3.19,0.684,0.107,False,0.8,True,True,2,2
