name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
gemini_d1_r2_01,CC(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc1CC(C)C,C27H39N7,461.7,5.58,90.2,0,7,10,3.05,0.588,0.0,False,0.0,True,True,2,1
gemini_d1_r2_02,CCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCC)c(CCCCCC)n3)n2)nc1CCCCCC,C35H55N7,573.9,9.28,90.2,0,7,22,2.9,0.938,0.0,False,0.513,False,True,2,1
gemini_d1_r2_03,CCCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCCC)c(CCCCCCC)n3)n2)nc1CCCCCCC,C39H63N7,630.0,10.84,90.2,0,7,26,2.91,0.938,0.0,False,1.0,False,True,2,1
gemini_d1_r2_04,CCCCC(CC)Cc1nnc(-c2cccc(-c3nnc(CC(CC)CCCC)c(CC(CC)CCCC)n3)n2)nc1CC(CC)CCCC,C43H71N7,686.1,11.82,90.2,0,7,26,4.47,0.571,0.0,False,0.615,True,True,2,1
gemini_d1_r2_05,CC(C)(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)(C)C)c(CC(C)(C)C)n3)n2)nc1CC(C)(C)C,C31H47N7,517.8,7.14,90.2,0,7,6,3.27,0.588,0.0,False,0.556,True,True,2,1
gemini_d1_r2_06,CCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C32H42N8,538.7,7.22,103.1,0,8,15,2.96,0.906,0.0,False,0.848,False,True,2,2
gemini_d1_r2_07,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.618,0.0,False,0.966,True,True,2,2
gemini_d1_r2_08,CCCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCCC)c(CCCCCC)n4)n3)n2)nc1CCCCCC,C40H58N8,651.0,10.34,103.1,0,8,23,3.0,0.969,0.0,False,0.969,False,True,2,2
gemini_d1_r2_09,CCCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCCC)c(CCCCC)n5)nc4c3n2)nc1CCCCC,C38H50N8,618.9,9.42,103.1,0,8,18,3.05,0.703,0.0,False,0.703,True,True,2,2
gemini_d1_r2_10,CCCCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCCCC)c(CCCCCC)n5)nc4c3n2)nc1CCCCCC,C42H58N8,675.0,10.98,103.1,0,8,22,3.09,0.684,0.0,False,0.97,True,True,2,2
