name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
A_dipicolinamide_EH,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n1,C39H71N3O2,614.0,10.83,53.5,0,1,26,4.04,0.488,0.079,False,0.0,True,True,0,1
C_triazinylpy_amide,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,8.0,71.9,0,4,20,2.8,0.565,0.147,False,0.404,True,True,1,1
D_CyMe4triazinyl_phen_amide,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C36H48N6O,580.8,8.59,84.8,0,5,12,3.24,0.421,0.11,False,0.492,True,True,1,2
E_bipy66_diamide_hex,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CCCCCC)CCCCCC)n2)n1,C36H58N4O2,578.9,9.35,66.4,0,2,23,2.58,0.362,0.1,False,0.696,True,True,0,2
F_MIDOA_oct,CCCCCCCCN(CCCCCCCC)C(=O)CN(C)CC(=O)N(CCCCCCCC)CCCCCCCC,C37H75N3O2,594.0,10.02,43.9,0,0,32,2.29,0.359,0.017,False,0.39,True,True,0,0
G_pyrazolylpy_amide_EH,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cc(C(C)(C)C)[nH]n2)n1,C29H48N4O,468.7,7.64,61.9,1,3,14,3.66,0.35,0.093,False,0.642,True,True,0,1
H_BTP_4carboxamide,CCCCCCN(CCCCCC)C(=O)c1cc(-c2nnc(CCC)c(CCC)n2)nc(-c2nnc(CCC)c(CCC)n2)c1,C36H56N8O,616.9,8.2,110.5,0,7,21,3.28,0.478,0.148,False,0.686,True,True,2,1
I_dipicolinamide_N_aryl,CCCCCCCCN(C(=O)c1cccc(C(=O)N(CCCCCCCC)c2ccccc2)n1)c1ccccc1,C35H47N3O2,541.8,9.1,53.5,0,1,18,2.42,0.269,0.097,False,0.581,True,True,0,1
J_CyMe4triazinyl_bipy_amide,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n1,C34H48N6O,556.8,7.95,84.8,0,5,13,3.17,0.569,0.159,False,0.746,True,True,1,2
L_phen29_diamide_EH,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.467,0.077,False,0.756,True,True,0,2
