name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
gemini_d1_r4_01,CC(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc1CC(C)C,C27H39N7,461.7,5.58,90.2,0,7,10,3.05,0.588,0.0,False,0.0,True,True,2,1
gemini_d1_r4_02,CCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCC)c(CCCCCC)n3)n2)nc1CCCCCC,C35H55N7,573.9,9.28,90.2,0,7,22,2.9,0.938,0.0,False,0.513,False,True,2,1
gemini_d1_r4_03,CCCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCCC)c(CCCCCC)n4)n3)n2)nc1CCCCCC,C40H58N8,651.0,10.34,103.1,0,8,23,3.0,0.969,0.0,False,0.969,False,True,2,2
gemini_d1_r4_04,c1cc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)nc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)c1,C35H47N7,565.8,8.98,90.2,0,7,6,2.97,0.444,0.0,False,0.357,True,True,2,1
gemini_d1_r4_05,c1cc(-c2cccc(-c3nnc(C4CCCC4)c(C4CCCC4)n3)n2)nc(-c2nnc(C3CCCC3)c(C3CCCC3)n2)c1,C36H42N8,586.8,8.48,103.1,0,8,7,3.04,0.467,0.0,False,0.933,True,True,2,2
gemini_d1_r4_06,CCCCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCCCC)c(CCCCCCCC)n3)n2)nc1CCCCCCCC,C43H71N7,686.1,12.4,90.2,0,7,30,2.94,0.938,0.0,False,1.0,False,True,2,1
gemini_d1_r4_07,CCCCC(CC)c1nnc(-c2cccc(-c3nnc(C(CC)CCCC)c(C(CC)CCCC)n3)n2)nc1C(CC)CCCC,C39H63N7,630.0,11.52,90.2,0,7,22,4.43,0.513,0.0,False,0.477,True,True,2,1
gemini_d1_r4_08,CCCC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)CCC)c(CC(C)CCC)n4)n3)n2)nc1CC(C)CCC,C40H58N8,651.0,9.76,103.1,0,8,19,4.42,0.579,0.0,False,0.676,True,True,2,2
gemini_d1_r4_09,CC(C)(C)c1ccc(-c2nc(-c3ccc(C(C)(C)C)cn3)nc(-c3ccc(C(C)(C)C)cn3)n2)nc1,C30H36N6,480.7,6.95,77.3,0,6,3,2.52,0.295,0.0,False,0.186,True,True,1,3
gemini_d1_r4_10,CCCCCCc1ccc(-c2nc(-c3ccc(CCCCCC)cn3)nc(-c3ccc(CCCCCC)cn3)n2)nc1,C36H48N6,564.8,9.43,77.3,0,6,18,2.52,0.373,0.0,False,0.405,True,True,1,3
