name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
claude_d3_r5_01,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(C(=O)N(CCCCCCCC)CCCCCCCC)n1,C39H71N3O2,614.0,11.41,53.5,0,1,30,2.46,0.298,0.086,False,0.0,True,True,0,1
claude_d3_r5_02,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cc(C)cc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n1,C40H73N3O2,628.0,11.14,53.5,0,1,26,4.14,0.477,0.074,False,0.404,True,True,0,1
claude_d3_r5_03,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.16,71.9,0,4,14,4.03,0.482,0.153,False,0.475,True,True,1,1
claude_d3_r5_04,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,C46H74N4O2,715.1,13.11,66.4,0,2,30,2.75,0.235,0.083,False,0.722,False,True,0,2
claude_d3_r5_05,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.457,0.092,False,0.673,True,True,0,2
claude_d3_r5_06,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n1,C38H56N6O,612.9,9.51,84.8,0,5,17,3.23,0.569,0.159,False,0.694,True,True,1,2
claude_d3_r5_07,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,9.86,84.8,0,5,14,4.21,0.387,0.103,False,0.79,True,True,1,2
claude_d3_r5_08,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cc(CC(C)(C)C)[nH]n2)n1,C30H50N4O,482.8,8.22,61.9,1,3,17,2.76,0.56,0.097,False,0.58,True,True,0,1
claude_d3_r5_09,CCCCCCCCOc1cc(C(=O)N(CCCCCCCC)CCCCCCCC)nc(C(=O)N(CCCCCCCC)CCCCCCCC)c1,C47H87N3O3,742.2,14.15,62.7,0,1,38,2.78,0.208,0.075,False,0.625,False,True,0,1
claude_d3_r5_10,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)Cc1ccccn1,C34H61N3O3,559.9,8.34,62.7,0,1,27,2.65,0.207,0.072,False,0.42,False,True,0,1
