name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
claude_d2_r2_01,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,7.71,71.9,0,4,18,3.76,0.51,0.0,False,0.0,True,True,1,1
claude_d2_r2_02,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C32H40N6O,524.7,7.03,84.8,0,5,8,3.2,0.6,0.015,False,0.351,True,True,1,2
claude_d2_r2_03,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cccc(-c3nnc(CC)c(CC)n3)n2)n1,C30H42N6O,502.7,6.72,84.8,0,5,15,2.84,0.565,0.0,False,0.548,True,True,1,2
claude_d2_r2_04,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cc(C(C)(C)C)[nH]n2)n1,C29H48N4O,468.7,7.64,61.9,1,3,14,3.66,0.404,0.0,False,0.569,True,True,0,1
claude_d2_r2_05,CCCCCCc1n[nH]c(-c2cccc(C(=O)N(CCCC)CCCC)n2)n1,C22H35N5O,385.6,5.03,74.8,1,4,13,2.61,0.5,0.0,False,0.508,True,True,0,1
claude_d2_r2_06,CCCCN(CCCC)C(=O)CN(CC(=O)N(CCCC)CCCC)Cc1ccccn1,C26H46N4O2,446.7,4.74,56.8,0,1,18,2.52,0.568,0.0,False,0.302,True,True,0,1
claude_d2_r2_07,CCCCCCP(=O)(CCCCCC)c1cccc(C(=O)N(CCCC)CCCC)n1,C26H47N2O2P,450.6,7.27,50.3,0,1,18,2.94,0.532,0.0,False,0.509,True,True,0,1
claude_d2_r2_08,CCCCN(CCCC)C(=O)c1ccc(C)c(-c2nc(C(=O)N(CCCC)CCCC)ccc2C)n1,C30H46N4O2,494.7,6.85,66.4,0,2,15,2.63,0.676,0.0,False,0.5,True,True,0,2
claude_d2_r2_09,CCCCCCCCn1c(-c2cccc(C(=O)N(CCCC)CCCC)n2)nc2ccccc21,C29H42N4O,462.7,7.5,51.0,0,3,15,2.44,0.527,0.0,False,0.508,True,True,0,1
claude_d2_r2_10,CCCCCCN(CCN(CCCCCC)C(=O)c1ccccn1)C(=O)c1ccccn1,C26H38N4O2,438.6,5.22,66.4,0,2,15,2.41,0.609,0.0,False,0.51,True,True,0,2
