name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
chatgpt_d1_r5_01,CCCCc1nnc(-c2cccc(-c3nnc(CCC)c(CC(C)C)n3)n2)nc1CC(C)C,C26H37N7,447.6,5.48,90.2,0,7,11,3.1,0.684,0.0,False,0.0,True,True,2,1
chatgpt_d1_r5_02,CC(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc1CC(C)C,C27H39N7,461.7,5.58,90.2,0,7,10,3.05,0.588,0.0,False,0.711,True,True,2,1
chatgpt_d1_r5_03,CCC(C)c1nnc(-c2cccc(-c3nnc(C(C)CC)c(C(C)CC)n3)n2)nc1C(C)CC,C27H39N7,461.7,6.84,90.2,0,7,10,4.28,0.636,0.0,False,0.5,True,True,2,1
chatgpt_d1_r5_04,CCCCc1nnc(-c2ccnc(-c3nnc(CCCC)c(CCCC)n3)c2)nc1CCCC,C27H39N7,461.7,6.16,90.2,0,7,14,3.03,0.535,0.0,False,0.469,True,True,2,1
chatgpt_d1_r5_05,CC(C)Cc1nnc(-c2ccnc(-c3nnc(CC(C)C)c(CC(C)C)n3)c2)nc1CC(C)C,C27H39N7,461.7,5.58,90.2,0,7,10,3.19,0.333,0.0,False,0.605,True,True,2,1
chatgpt_d1_r5_06,CCCc1nnc(-c2ccc(-c3ccc(-c4nnc(CCC)c(CCC)n4)cc3)cc2)nc1CCC,C30H36N6,480.7,6.87,77.3,0,6,11,2.56,0.625,0.0,False,0.5,True,True,2,0
chatgpt_d1_r5_07,CC(C)Cc1nnc(-c2ccc(-c3nnc(C(C)C)c(C(C)C)n3)cc2)nc1CC(C)C,C26H36N6,432.6,6.03,77.3,0,6,8,2.97,0.462,0.0,False,0.538,True,True,2,0
chatgpt_d1_r5_08,CCCCc1nnc(-c2cc(C)nc(-c3nnc(CCCC)c(CCCC)n3)c2)nc1CCCC,C28H41N7,475.7,6.46,90.2,0,7,14,3.08,0.512,0.0,False,0.643,True,True,2,1
chatgpt_d1_r5_09,CC(C)(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)(C)C)c(CC(C)(C)C)n3)n2)nc1CC(C)(C)C,C31H47N7,517.8,7.14,90.2,0,7,6,3.27,0.588,0.0,False,0.556,True,True,2,1
chatgpt_d1_r5_10,CCCc1nnc(-c2ccc3ccnc(-c4nnc(CCC)c(CCC)n4)c3c2)nc1CCC,C27H33N7,455.6,5.75,90.2,0,7,10,3.08,0.444,0.0,False,0.575,True,True,2,1
