name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings
gemini_d3_01,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(C(=O)N(CCCCCCCC)CCCCCCCC)n1,C39H71N3O2,614.0,11.41,53.5,0,1,30,2.46,0.298,0.086,False,0.0,True,True,0,1
gemini_d3_02,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCC)CCCCCC)nc3c2n1,C38H58N4O2,602.9,9.99,66.4,0,2,22,2.65,0.235,0.083,False,0.722,False,True,0,2
gemini_d3_03,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CCCCCC)CCCCCC)n2)n1,C36H58N4O2,578.9,9.35,66.4,0,2,23,2.58,0.362,0.1,False,0.853,True,True,0,2
gemini_d3_04,CCCCCCCCN(C)C(=O)C(C(=O)N(C)CCCCCCCC)c1ccccn1,C26H45N3O2,431.7,5.8,53.5,0,1,17,2.57,0.214,0.077,False,0.396,False,True,0,1
gemini_d3_05,CC(C)Cc1nnc(-c2cccc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc1CC(C)C,C27H39N7,461.7,5.58,90.2,0,7,10,3.05,0.571,0.056,False,0.22,True,True,2,1
gemini_d3_06,CCCCCCCCn1cc(-c2cccc(-c3cn(CCCCCCCC)nn3)n2)nn1,C25H39N7,437.6,6.32,74.3,0,7,16,2.65,0.432,0.109,False,0.383,True,True,0,1
gemini_d3_07,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.457,0.092,False,0.614,True,True,0,2
gemini_d3_08,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2nnc(C)c(C)n2)n1,C23H35N5O,397.6,5.15,71.9,0,4,12,2.53,0.396,0.152,False,0.727,True,True,1,1
gemini_d3_09,CCCCCCn1ccc(-c2cccc(-c3ccn(CCCCCC)n3)n2)n1,C23H33N5,379.6,5.97,48.5,0,5,12,2.55,0.409,0.111,False,0.615,True,True,0,1
gemini_d3_10,CCCCCCCCc1noc(-c2cccc(-c3noc(CCCCCCCC)n3)n2)n1,C25H37N5O2,439.6,6.99,90.7,0,5,16,2.58,0.412,0.094,False,0.333,True,True,0,1
